N,Release Date,Movie,Production Budget,Domestic Gross,Worldwide Gross
1,12/18/2009,Avatar,425000000,760507625,2783918982
2,5/24/2007,Pirates of the Caribbean: At World's End,300000000,309420425,960996492
3,7/20/2012,The Dark Knight Rises,275000000,448139099,1079343943
4,7/2/2013,The Lone Ranger,275000000,89289910,259989910
5,3/9/2012,John Carter,275000000,73058679,282778100
6,11/24/2010,Tangled,260000000,200821936,586581936
7,5/4/2007,Spider-Man 3,258000000,336530303,890875303
8,12/14/2012,The Hobbit: An Unexpected Journey,250000000,303003568,1014703568
9,7/15/2009,Harry Potter and the Half-Blood Prince,250000000,301959197,934416487
10,12/13/2013,The Hobbit: The Desolation of Smaug,250000000,258366855,950466855
11,5/20/2011,Pirates of the Caribbean: On Stranger Tides,250000000,241063875,1043663875
12,12/17/2014,The Hobbit: The Battle of the Five Armies,250000000,0,0
13,6/28/2006,Superman Returns,232000000,200120000,390874000
14,11/14/2008,Quantum of Solace,230000000,169368427,591692078
15,5/4/2012,The Avengers,225000000,623279547,1514279547
16,7/7/2006,Pirates of the Caribbean: Dead Man's Chest,225000000,423315812,1060615812
17,6/14/2013,Man of Steel,225000000,291045518,667999518
18,5/16/2008,The Chronicles of Narnia: Prince Caspian,225000000,141621490,419490286
19,7/3/2012,The Amazing Spider-Man,220000000,262030663,757890267
20,5/25/2012,Men in Black 3,215000000,179020854,624821154
21,6/24/2009,Transformers: Revenge of the Fallen,210000000,402111870,836519699
22,6/27/2014,Transformers: Age of Extinction,210000000,245439076,1081139076
23,5/26/2006,X-Men: The Last Stand,210000000,234362462,459359555
24,5/14/2010,Robin Hood,210000000,105487148,322459006
25,5/18/2012,Battleship,209000000,65235400,304150372
26,12/14/2005,King Kong,207000000,218080025,550517357
27,12/1/2007,The Golden Compass,205000000,70107728,372234864
28,12/17/1997,Titanic,200000000,658672302,2207615668
29,6/18/2010,Toy Story 3,200000000,415004880,1063759456
30,5/3/2013,Iron Man 3,200000000,408992272,1212692272
31,6/30/2004,Spider-Man 2,200000000,373524485,783705001
32,3/5/2010,Alice in Wonderland,200000000,334191110,1024391110
33,11/8/2012,Skyfall,200000000,304360277,1108694081
34,6/21/2013,Monsters University,200000000,268488329,743588329
35,3/8/2013,Oz the Great and Powerful,200000000,234770996,489570996
36,5/23/2014,X-Men: Days of Future Past,200000000,233921534,744321534
37,5/2/2014,The Amazing Spider-Man 2,200000000,202853933,708995815
38,6/24/2011,Cars 2,200000000,191450875,560155383
39,12/17/2010,Tron: Legacy,200000000,172062763,397562763
40,11/13/2009,2012,200000000,166112167,788408539
41,5/21/2009,Terminator Salvation: The Future Begins,200000000,125322469,371628539
42,6/17/2011,Green Lantern,200000000,116601172,231201172
43,5/28/2010,Prince of Persia: Sands of Time,200000000,90759676,335059676
44,6/29/2011,Transformers: Dark of the Moon,195000000,352390543,1123794076
45,3/1/2013,Jack the Giant Slayer,195000000,65187603,197387603
46,5/15/2013,Star Trek Into Darkness,190000000,228778661,466978661
47,6/21/2013,World War Z,190000000,202359711,539559711
48,5/10/2013,The Great Gatsby,190000000,144840419,351040419
49,11/6/2009,Disney's A Christmas Carol,190000000,137855863,323743744
50,7/12/2013,Pacific Rim,190000000,101802906,411002906
51,11/4/2006,A Christmas Carol,190000000,0,177853834
52,5/2/2008,Iron Man,186000000,318604126,582443126
53,7/18/2008,The Dark Knight,185000000,533345358,1002891358
54,5/22/2008,Indiana Jones and the Kingdom of the Crystal Skull,185000000,317023851,786558145
55,6/22/2012,Brave,185000000,237282182,554606532
56,12/9/2005,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",180000000,291710957,748806957
57,5/30/2014,Maleficent,180000000,240978399,750978399
58,6/27/2008,WALL-E,180000000,223808164,532590994
59,8/10/2007,Rush Hour 3,180000000,140125968,253025968
60,11/23/2011,Hugo,180000000,73864507,185033215
61,6/6/2014,Edge of Tomorrow,178000000,100206256,364406256
62,5/29/2009,Up,175000000,293004164,731542621
63,3/27/2009,Monsters vs. Aliens,175000000,198351526,381687380
64,8/7/2009,G.I. Joe: The Rise of Cobra,175000000,150201498,302469017
65,6/30/1999,Wild Wild West,175000000,113805681,221229335
66,8/1/2008,The Mummy: Tomb of the Dragon Emperor,175000000,102491776,405760225
67,6/22/2007,Evan Almighty,175000000,100289690,173219280
68,7/28/1995,Waterworld,175000000,88246220,264246220
69,12/25/2013,47 Ronin,175000000,38362475,151547799
70,12/31/2012,Singularity,175000000,0,0
71,8/1/2014,Guardians of the Galaxy,170000000,327871720,732671720
72,5/7/2010,Iron Man 2,170000000,312433331,623561331
73,4/4/2014,Captain America: The Winter Soldier,170000000,259746958,713846958
74,7/11/2014,Dawn of the Planet of the Apes,170000000,208276223,703276223
75,11/8/2013,Thor: The Dark World,170000000,206360018,633360018
76,11/10/2004,The Polar Express,170000000,194949659,319049659
77,6/1/2012,Snow White and the Huntsman,170000000,155136755,400942064
78,7/1/2003,Terminator 3: Rise of the Machines,170000000,150358296,433058296
79,5/7/2004,Van Helsing,170000000,120150546,300150546
80,5/21/2010,Shrek Forever After,165000000,238736787,756244673
81,3/26/2010,How to Train Your Dragon,165000000,217581231,494870991
82,11/2/2012,Wreck-It Ralph,165000000,189412677,473412677
83,7/29/2011,Cowboys and Aliens,163000000,100240551,175910315
84,5/17/2007,Shrek the Third,160000000,322719944,807330936
85,7/16/2010,Inception,160000000,292576195,832584416
86,5/24/2013,Fast and Furious 6,160000000,238679850,789952811
87,5/16/2014,Godzilla,160000000,200672193,508172193
88,6/3/2011,X-Men: First Class,160000000,146408305,355408305
89,12/25/2008,The Curious Case of Benjamin Button,160000000,127509326,329809326
90,7/14/2010,The Sorcerer's Apprentice,160000000,63150991,215150991
91,5/12/2006,Poseidon,160000000,60674817,181674817
92,12/10/2010,The Chronicles of Narnia: The Voyage of the Dawn Treader,155000000,104386950,418186950
93,11/24/2004,Alexander,155000000,34297191,167297191
94,5/25/2001,Pearl Harbor,151500000,198539855,449239855
95,7/2/2007,Transformers,151000000,319246193,708272592
96,11/22/2013,Frozen,150000000,400737000,1267837000
97,7/11/2007,Harry Potter and the Order of the Phoenix,150000000,292004738,942943935
98,11/18/2005,Harry Potter and the Goblet of Fire,150000000,290013036,896911078
99,12/14/2007,I am Legend,150000000,256393010,585410052
100,7/1/2008,Hancock,150000000,227946274,624346274
101,7/15/2005,Charlie and the Chocolate Factory,150000000,206459076,474459076
102,6/29/2007,Ratatouille,150000000,206445654,626549695
103,6/15/2005,Batman Begins,150000000,205343774,373298774
104,5/6/2011,Thor,150000000,181030624,449326618
105,11/7/2008,Madagascar: Escape 2 Africa,150000000,180010950,599516844
106,5/1/2009,X-Men Origins: Wolverine,150000000,179883157,374825760
107,5/22/2009,Night at the Museum: Battle of the Smithsonian,150000000,177243721,413054631
108,5/26/2011,Kung Fu Panda 2,150000000,165249063,664837547
109,5/5/2006,Mission: Impossible III,150000000,133501348,397501348
110,5/15/2009,Angels & Demons,150000000,133375846,490875846
111,5/14/2004,Troy,150000000,133298577,484161265
112,7/1/2010,The Last Airbender,150000000,131772187,319713881
113,11/2/2007,Bee Movie,150000000,126631277,287594577
114,7/24/2009,G-Force,150000000,119436770,287389685
115,11/21/2008,Bolt,150000000,114053759,313953759
116,3/30/2012,Wrath of the Titans,150000000,83670083,301970083
117,11/16/2007,Beowulf,150000000,82195215,194995215
118,5/11/2012,Dark Shadows,150000000,79727149,236527149
119,6/28/2013,White House Down,150000000,73103784,205440387
120,2/12/2010,The Wolfman,150000000,62189884,142634358
121,3/11/2011,Mars Needs Moms,150000000,21392758,39549758
122,11/3/2006,Flushed Away,149000000,64665672,177665672
123,6/8/2012,Madagascar 3: Europe's Most Wanted,145000000,216391482,746921271
124,12/16/2011,Mission: Impossible - Ghost Protocol,145000000,209397903,694713230
125,6/13/2014,How to Train Your Dragon 2,145000000,176493963,615593963
126,6/16/1999,Tarzan,145000000,171091819,448191819
127,3/7/2014,Mr. Peabody & Sherman,145000000,111506430,269806430
128,11/21/2012,Rise of the Guardians,145000000,103412758,306900902
129,4/8/2005,Sahara,145000000,68671925,121671925
130,11/22/2002,Die Another Day,142000000,160942139,431942139
131,5/8/2009,Star Trek,140000000,257730019,385680446
132,7/1/1998,Armageddon,140000000,201578182,554600000
133,7/3/2002,Men in Black 2,140000000,190418803,441767803
134,7/22/2011,Captain America: The First Avenger,140000000,176654505,370569776
135,7/10/1998,Lethal Weapon 4,140000000,130444603,285400000
136,3/27/2013,G.I. Joe: Retaliation,140000000,122523060,371923060
137,12/5/2003,The Last Samurai,140000000,111110575,456810575
138,12/21/2005,Fun With Dick And Jane,140000000,110550000,201798116
139,5/3/2002,Spider-Man,139000000,403706375,821565375
140,3/6/2009,Watchmen,138000000,107509799,184068357
141,7/29/2005,Stealth,138000000,32116746,76416746
142,6/13/2008,The Incredible Hulk,137500000,134806913,263417913
143,6/20/2003,Hulk,137000000,132177234,245229234
144,7/11/2001,Final Fantasy: The Spirits Within,137000000,32131830,85131830
145,11/16/2012,"The Twilight Saga: Breaking Dawn, Part 2",136200000,292324737,832660037
146,3/22/2013,The Croods,135000000,187168425,573068425
147,11/19/1999,The World is Not Enough,135000000,126930660,361730660
148,3/4/2011,Rango,135000000,123257581,245504574
149,11/14/2003,Master and Commander: The Far Side of the World,135000000,93926386,212912137
150,7/17/2013,Turbo,135000000,83028130,283828130
151,11/18/2011,Happy Feet Two,135000000,64006466,157956466
152,7/28/2006,Miami Vice,135000000,63478838,163818556
153,6/29/2005,War of the Worlds,132000000,234280354,606836535
154,11/22/2013,The Hunger Games: Catching Fire,130000000,424668047,857668047
155,6/4/2004,Harry Potter and the Prisoner of Azkaban,130000000,249538952,796688549
156,8/3/2007,The Bourne Ultimatum,130000000,227471070,442161562
157,6/6/2008,Kung Fu Panda,130000000,215434591,631910531
158,10/28/2011,Puss in Boots,130000000,149260504,554987477
159,11/5/2010,Megamind,130000000,148415853,321887208
160,7/18/2003,Bad Boys II,130000000,138540870,272940870
161,4/11/2014,Rio 2,130000000,131538435,493738435
162,7/23/2010,Salt,130000000,118311368,295713467
163,3/28/2014,Noah,130000000,101200044,356200044
164,12/21/2011,The Adventures of Tintin,130000000,77591831,373993951
165,5/31/2013,After Earth,130000000,60522097,244373198
166,11/26/2008,Australia,130000000,49554002,215080810
167,7/19/2013,R.I.P.D.,130000000,33618855,79067518
168,11/18/2011,"The Twilight Saga: Breaking Dawn, Part 1",127500000,281287133,709938657
169,5/19/2000,Dinosaur,127500000,137748063,356148063
170,5/15/2003,The Matrix Reloaded,127000000,281553689,738576929
171,7/15/2011,Harry Potter and the Deathly Hallows: Part II,125000000,381011219,1328111219
172,11/16/2001,Harry Potter and the Sorcerer's Stone,125000000,317575550,974755371
173,7/9/2003,Pirates of the Caribbean: The Curse of the Black Pearl,125000000,305411224,634954103
174,11/19/2010,Harry Potter and the Deathly Hallows: Part I,125000000,295983305,956399711
175,5/19/2006,The Da Vinci Code,125000000,217536138,767820459
176,5/2/2003,X2,125000000,214949694,407711549
177,4/29/2011,Fast Five,125000000,209837675,629855611
178,8/8/2014,Teenage Mutant Ninja Turtles,125000000,189628211,375028211
179,12/16/2011,Sherlock Holmes: A Game of Shadows,125000000,186848418,535698089
180,5/28/2004,The Day After Tomorrow,125000000,186740799,556319450
181,4/1/2010,Clash of the Titans,125000000,163214888,493214888
182,5/19/1998,Godzilla,125000000,136314294,376000000
183,6/8/2012,Prometheus,125000000,126477084,399005706
184,8/10/2012,The Bourne Legacy,125000000,113203870,280332245
185,6/20/1997,Batman & Robin,125000000,107325195,238317814
186,8/3/2012,Total Recall,125000000,58877969,198615996
187,8/27/1999,The 13th Warrior,125000000,32698899,61698899
188,11/17/2000,How the Grinch Stole Christmas,123000000,260044825,345141403
189,5/24/2000,Mission: Impossible 2,120000000,215409889,546209889
190,6/30/2000,The Perfect Storm,120000000,182618434,328711434
191,6/15/2007,Fantastic Four: Rise of the Silver Surfer,120000000,131921738,288215319
192,11/21/2012,Life of Pi,120000000,124987022,607987022
193,2/16/2007,Ghost Rider,120000000,115802596,237702596
194,6/27/2003,Charlie's Angels: Full Throttle,120000000,100814328,227200000
195,8/9/2013,Elysium,120000000,93050117,286192091
196,4/19/2013,Oblivion,120000000,89107235,287627813
197,7/19/2002,Stuart Little 2,120000000,64956806,166000000
198,2/12/2014,RoboCop,120000000,58607007,242981799
199,6/11/2004,The Chronicles of Riddick,120000000,57712751,107212751
200,5/9/2008,Speed Racer,120000000,43945766,93394462
201,7/22/2005,The Island,120000000,35818913,163018913
202,12/17/2010,How Do You Know?,120000000,30212620,48668307
203,6/23/2010,Knight and Day,117000000,76423035,262142047
204,5/19/1999,Star Wars Ep. I: The Phantom Menace,115000000,474544677,1007044677
205,5/19/2005,Star Wars Ep. III: Revenge of the Sith,115000000,380270577,848998877
206,5/16/2002,Star Wars Ep. II: Attack of the Clones,115000000,310676740,656695615
207,11/2/2001,"Monsters, Inc.",115000000,289423425,559757719
208,7/26/2013,The Wolverine,115000000,132556852,416456852
209,2/7/1997,Dante's Peak,115000000,67163857,178200000
210,6/14/2002,Windtalkers,115000000,40914068,77628265
211,7/4/2008,Astérix aux Jeux Olympiques,113500000,999811,132999811
212,12/25/2010,Gulliver's Travels,112000000,42779261,239179261
213,10/4/2013,Gravity,110000000,274092705,716392705
214,12/22/2006,Night at the Museum,110000000,250863268,574480841
215,6/10/2005,Mr. And Mrs. Smith,110000000,186336279,478336279
216,7/29/2011,The Smurfs,110000000,142614158,563066551
217,11/5/2003,The Matrix Revolutions,110000000,139259759,424259759
218,6/27/2007,Live Free or Die Hard,110000000,134529403,383531464
219,12/10/2004,Ocean's Twelve,110000000,125531634,362989076
220,12/19/1997,Tomorrow Never Dies,110000000,125304276,339504276
221,6/28/2000,The Patriot,110000000,113330342,215300000
222,3/7/2014,300: Rise of an Empire,110000000,106580051,330780051
223,12/17/2004,The Aviator,110000000,102610330,208372395
224,1/14/2011,The Green Hornet,110000000,98780042,227983150
225,5/6/2005,Kingdom of Heaven,110000000,94690422,266145362
226,10/7/2011,Real Steel,110000000,85463309,293237309
227,6/11/2010,The A-Team,110000000,77222099,177241171
228,7/31/2013,The Smurfs 2,110000000,71017784,348547523
229,6/12/2009,The Taking of Pelham 123,110000000,65452312,152364370
230,11/1/2013,Ender's Game,110000000,61737191,89737191
231,4/2/2004,Home on the Range,110000000,50026353,76482461
232,6/13/1997,Speed II: Cruise Control,110000000,48097081,150468000
233,6/16/2004,Around the World in 80 Days,110000000,24004159,72004159
234,12/19/2001,The Lord of the Rings: The Fellowship of the Ring,109000000,315544750,887217688
235,11/21/2003,The Cat in the Hat,109000000,101018283,133818283
236,12/25/2001,Ali,109000000,58183966,87683966
237,7/16/2004,"I, Robot",105000000,144801023,348601023
238,12/17/1999,Stuart Little,105000000,140015224,298800000
239,11/25/2009,The Princess and the Frog,105000000,104400899,270997378
240,3/7/2008,"10,000 B.C.",105000000,94784201,269065678
241,4/27/2001,Town & Country,105000000,6712451,10364769
242,6/9/2000,Gone in 60 Seconds,103300000,101643008,232643008
243,5/5/2000,Gladiator,103000000,187683805,457683805
244,5/23/2013,The Hangover 3,103000000,112200072,362000072
245,7/1/2009,Public Enemies,102500000,97104620,210379983
246,11/17/2006,Casino Royale,102000000,167365000,596365000
247,6/21/2002,Minority Report,102000000,132024714,358824714
248,10/26/2012,Cloud Atlas,102000000,27108272,126018564
249,11/15/2002,Harry Potter and the Chamber of Secrets,100000000,261987880,878979634
250,7/2/1991,Terminator 2: Judgment Day,100000000,204859496,516816151
251,6/16/1995,Batman Forever,100000000,184031112,336529144
252,7/27/2001,Planet of the Apes,100000000,180011740,362211740
253,11/19/2004,National Treasure,100000000,173005002,347405002
254,12/25/2012,Django Unchained,100000000,162805434,425373688
255,12/22/2010,Little Fockers,100000000,148438600,310650574
256,7/15/1994,True Lies,100000000,146282411,365300000
257,11/2/2007,American Gangster,100000000,130164645,267985456
258,9/18/2009,Cloudy with a Chance of Meatballs,100000000,124870275,236827677
259,8/6/2010,The Other Guys,100000000,119219978,170936470
260,12/17/2004,Lemony Snicket's A Series of Unfortunate Events,100000000,118627117,201627117
261,12/25/2013,The Wolf of Wall Street,100000000,116900694,391976723
262,5/24/2013,Epic,100000000,107518682,268418682
263,6/21/1996,Eraser,100000000,101295562,234400000
264,6/21/1996,The Hunchback of Notre Dame,100000000,100138851,325500000
265,12/15/2000,The Emperor's New Groove,100000000,89296573,169296573
266,8/17/2012,The Expendables 2,100000000,85028192,311979256
267,10/16/2009,Where the Wild Things Are,100000000,77233467,99123656
268,12/15/2006,Eragon,100000000,75030163,249488115
269,7/25/2014,Hercules,100000000,72688614,227188614
270,12/10/2010,The Tourist,100000000,67631157,278731369
271,11/24/1999,End of Days,100000000,66889043,212026975
272,6/11/2004,The Stepford Wives,100000000,59475623,96221971
273,6/8/2007,Surf's Up,100000000,58867694,145395745
274,12/8/2006,Blood Diamond,100000000,57377916,171377916
275,9/24/2010,Legend of the Guardians: The Owls of Ga'Hoole 3D,100000000,55675313,139906561
276,11/7/1997,Starship Troopers,100000000,54768952,121100000
277,6/5/2009,Land of the Lost,100000000,49438370,69548641
278,12/25/2003,Peter Pan,100000000,48417850,95255485
279,7/23/2004,Catwoman,100000000,40202379,82145379
280,8/15/2014,The Expendables 3,100000000,39322544,195322544
281,11/27/2002,Treasure Planet,100000000,38120554,91800000
282,3/12/2010,Green Zone,100000000,35497337,97523020
283,4/18/2014,Transcendence,100000000,23022309,90022309
284,2/18/2005,Son of the Mask,100000000,17018422,59918422
285,4/3/1998,The Spanish Prisoner,100000000,10162034,13835130
286,8/16/2002,The Adventures of Pluto Nash,100000000,4411102,7094995
287,12/21/2011,Jin líng shí san chai,100000000,311434,93721434
288,5/4/2001,The Mummy Returns,98000000,202007640,435040395
289,12/20/2002,Gangs of New York,97000000,77730500,190400000
290,7/13/2012,Ice Age: Continental Drift,95000000,161321843,879765137
291,12/28/2001,Black Hawk Down,95000000,108638745,159691085
292,5/27/2010,Sex and the City 2,95000000,95347692,294680778
293,2/12/2010,Percy Jackson & the Olympians: The Lightning Thief,95000000,88768303,226467130
294,11/12/2010,Unstoppable,95000000,81562942,169511609
295,5/9/1997,The Fifth Element,95000000,63570862,263900000
296,3/31/2000,The Road to El Dorado,95000000,50802661,65700000
297,12/11/2009,The Lovely Bones,95000000,44114232,94894448
298,5/30/2003,Finding Nemo,94000000,380529370,906465556
299,12/17/2003,The Lord of the Rings: The Return of the King,94000000,377845905,1141408667
300,12/18/2002,The Lord of the Rings: The Two Towers,94000000,342548984,927048984
301,6/15/2001,Lara Croft: Tomb Raider,94000000,131144183,274644183
302,7/18/2001,Jurassic Park III,93000000,181166115,365900000
303,8/5/2011,Rise of the Planet of the Apes,93000000,176760185,482860185
304,2/14/2008,The Spiderwick Chronicles,92500000,71195053,162839667
305,11/5/2004,The Incredibles,92000000,261441092,632107545
306,2/14/2013,A Good Day to Die Hard,92000000,67349198,304249198
307,4/9/2004,The Alamo,92000000,22406362,23911362
308,12/22/1995,Cutthroat Island,92000000,10017322,18517322
309,12/25/2013,The Secret Life of Walter Mitty,91000000,58236838,188536838
310,7/1/1997,Men in Black,90000000,250690539,587790539
311,11/19/1999,Toy Story 2,90000000,245852179,511358276
312,8/3/2001,Rush Hour 2,90000000,226164286,347425832
313,12/25/2009,Sherlock Holmes,90000000,209028679,498438212
314,7/1/2009,Ice Age: Dawn of the Dinosaurs,90000000,196573705,886968695
315,7/21/2000,What Lies Beneath,90000000,155464351,288693989
316,4/15/2011,Rio,90000000,143619809,487519809
317,10/6/2006,The Departed,90000000,133311000,290539042
318,11/3/2000,Charlie's Angels,90000000,125305545,259736090
319,6/19/1998,Mulan,90000000,120620254,303500000
320,8/13/2008,Tropic Thunder,90000000,110461307,188163455
321,12/20/2011,The Girl with the Dragon Tattoo,90000000,102515793,233170238
322,7/11/1997,Contact,90000000,100920329,165900000
323,6/6/2008,You Don't Mess With the Zohan,90000000,100018837,201802891
324,5/19/1995,Die Hard: With a Vengeance,90000000,100012499,364480746
325,6/8/2001,Atlantis: The Lost Empire,90000000,84052762,186049020
326,12/25/2008,Valkyrie,90000000,83077762,203902107
327,6/29/2001,Artificial Intelligence: AI,90000000,78616689,235900000
328,8/4/2000,Hollow Man,90000000,73209340,191200000
329,4/22/2005,The Interpreter,90000000,72708161,163954076
330,8/7/2013,Percy Jackson: Sea of Monsters,90000000,68559554,200859554
331,7/25/2003,Lara Croft: Tomb Raider: The Cradle of Life,90000000,65653758,156453758
332,11/21/2001,Spy Game,90000000,62362560,143049560
333,4/4/1997,The Saint,90000000,61363304,169400000
334,3/10/2000,Mission to Mars,90000000,60874615,106000000
335,12/17/1999,Bicentennial Man,90000000,58220776,87420776
336,7/7/2004,King Arthur,90000000,51877963,203877963
337,4/25/1997,Volcano,90000000,47546796,120100000
338,3/26/1997,The Devil's Own,90000000,42885593,140900000
339,7/19/2002,K-19: The Widowmaker,90000000,35168966,65716126
340,8/19/2011,Conan the Barbarian 3D,90000000,21295021,63356133
341,10/21/2011,The Three Musketeers 3D,90000000,20377913,139877913
342,11/24/2010,The Nutcracker in 3D,90000000,195459,20466016
343,5/10/1996,Twister,88000000,241888385,495900000
344,6/3/2005,Cinderella Man,88000000,61649911,108539911
345,7/8/2005,Fantastic Four,87500000,154696080,330717080
346,2/9/2001,Hannibal,87000000,165092266,350100280
347,7/25/2003,Seabiscuit,86000000,120277854,148715342
348,12/22/2000,Cast Away,85000000,233632142,427230516
349,11/17/2006,Happy Feet,85000000,198000317,385000317
350,12/7/2001,Ocean's Eleven,85000000,183417150,450728529
351,7/23/2004,The Bourne Supremacy,85000000,176087450,288587450
352,7/25/1997,Air Force One,85000000,172956409,315268353
353,4/3/2009,Fast & Furious,85000000,155064265,363064265
354,3/14/2008,Horton Hears a Who,85000000,154529439,297133947
355,3/21/2014,Divergent,85000000,150947895,286347895
356,9/28/2012,Hotel Transylvania,85000000,148313048,359222014
357,11/21/2007,Enchanted,85000000,127706877,340384141
358,2/10/2012,Safe House,85000000,126181630,208542162
359,7/20/2007,I Now Pronounce You Chuck and Larry,85000000,119725280,185708462
360,6/8/2007,Ocean's Thirteen,85000000,117144465,311744465
361,12/25/2009,It's Complicated,85000000,112735375,224614744
362,11/20/1998,Enemy of the State,85000000,111549836,250649836
363,9/29/2006,Open Season,85000000,85105259,189901703
364,11/4/2011,Tower Heist,85000000,78046570,153470352
365,11/22/2000,102 Dalmatians,85000000,66941559,66941559
366,3/30/2012,Mirror Mirror,85000000,64935167,168611991
367,12/8/2006,The Holiday,85000000,63280000,205190324
368,6/16/2006,The Fast and the Furious: Tokyo Drift,85000000,62615510,157794205
369,12/9/2005,Memoirs of a Geisha,85000000,57010853,161510853
370,3/16/2001,Enemy at the Gates,85000000,51396781,96971293
371,6/18/1993,Last Action Hero,85000000,50016394,137298489
372,9/26/2003,The Rundown,85000000,47641743,80831893
373,11/23/2011,Arthur Christmas,85000000,46462469,149655855
374,7/30/2010,Cats & Dogs: The Revenge of Kitty Galore,85000000,45539292,114979922
375,11/13/1998,Meet Joe Black,85000000,44650003,44650003
376,2/8/2002,Collateral Damage,85000000,40048332,78353508
377,3/15/2002,Showtime,85000000,37948765,78948765
378,6/30/1995,Judge Dredd,85000000,34687912,113487912
379,3/2/2007,Zodiac,85000000,33080084,83080084
380,8/13/2010,Scott Pilgrim vs. The World,85000000,31611316,48089760
381,3/28/2003,The Core,85000000,31111260,74132631
382,5/9/1997,Father's Day,85000000,28681080,35681080
383,6/14/2002,Scooby-Doo,84000000,153294164,276294164
384,7/28/2000,Nutty Professor II: The Klumps,84000000,123307945,166307945
385,7/19/2013,RED 2,84000000,53262560,137162560
386,6/23/2006,Click,82500000,137355633,237555633
387,12/15/2006,Charlotte's Web,82500000,82985708,143985708
388,2/14/2008,Jumper,82500000,81168265,223113205
389,7/11/2008,Hellboy 2: The Golden Army,82500000,75986503,160388063
390,5/27/2005,The Longest Yard,82000000,158119460,190320568
391,8/13/2010,The Expendables,82000000,103068524,268268174
392,11/17/2000,The 6th Day,82000000,34543701,96024898
393,5/23/2003,Bruce Almighty,81000000,242704995,483473962
394,3/23/2012,The Hunger Games,80000000,408010692,684510692
395,5/26/2011,The Hangover Part II,80000000,254464305,586464305
396,5/21/1996,Mission: Impossible,80000000,180981886,457697994
397,6/18/1992,Batman Returns,80000000,162833635,266824291
398,5/7/1999,The Mummy,80000000,155385488,416385488
399,5/19/2006,Over the Hedge,80000000,155019340,336002981
400,6/21/2002,Lilo & Stitch,80000000,145771527,245800000
401,5/8/1998,Deep Impact,80000000,140464664,349464664
402,7/12/2013,Grown Ups 2,80000000,133668525,247023808
403,12/16/2011,Alvin and the Chipmunks: Chipwrecked,80000000,133107389,337307389
404,6/20/2008,Get Smart,80000000,130319208,228742913
405,3/11/2005,Robots,80000000,128200012,260700012
406,2/19/2010,Shutter Island,80000000,128012934,296831073
407,12/12/2003,Something's Gotta Give,80000000,124685242,266685242
408,11/26/2008,Four Christmases,80000000,120146040,163546040
409,6/27/1997,Face/Off,80000000,112276146,241200000
410,12/25/2008,Bedtime Stories,80000000,110101975,218357961
411,7/12/2002,The Road to Perdition,80000000,104054514,183354514
412,2/11/2011,Just Go With It,80000000,103028109,214974953
413,2/14/2003,Daredevil,80000000,102543518,182782518
414,9/26/2008,Eagle Eye,80000000,101440743,178066569
415,6/6/1997,Con Air,80000000,101117573,224117573
416,12/17/2010,Yogi Bear 3D,80000000,100246011,202284317
417,12/25/2003,Cold Mountain,80000000,95632614,161632614
418,1/15/2010,The Book of Eli,80000000,94835059,158750817
419,11/26/1997,Flubber,80000000,92993801,177993801
420,7/23/1999,The Haunting,80000000,91188905,180188905
421,11/15/1996,Space Jam,80000000,90463534,250200000
422,2/10/2006,The Pink Panther,80000000,82226474,158926474
423,7/8/2011,Zookeeper,80000000,80360866,170485247
424,12/12/2008,The Day the Earth Stood Still,80000000,79366978,233066978
425,8/8/1997,Conspiracy Theory,80000000,76118990,142783718
426,6/12/1998,"Six Days, Seven Nights",80000000,74339294,164800000
427,5/24/2002,Spirit: Stallion of the Cimarron,80000000,73215310,106515310
428,6/8/2001,Swordfish,80000000,69772969,147080413
429,4/3/1998,Lost In Space,80000000,69117629,136047317
430,7/30/2004,The Manchurian Candidate,80000000,65948711,96148711
431,11/22/2006,Déjà Vu,80000000,64038616,181038616
432,6/24/2005,Bewitched,80000000,63313159,131159306
433,1/1/2000,Fantasia 2000 (IMAX),80000000,60507228,60507228
434,3/8/2002,The Time Machine,80000000,56684819,98983590
435,10/2/1998,What Dreams May Come,80000000,55485043,71485043
436,12/25/1998,Mighty Joe Young,80000000,50632037,50632037
437,10/28/2005,The Legend of Zorro,80000000,45575336,141475336
438,11/10/2000,Little Nicky,80000000,39442871,58270391
439,9/25/2009,Surrogates,80000000,38577772,119668350
440,6/8/2001,Evolution,80000000,38311134,98341932
441,8/26/2005,The Brothers Grimm,80000000,37899638,105299638
442,12/13/1996,Mars Attacks!,80000000,37771017,101371017
443,4/14/2006,The Wild,80000000,37384046,99384046
444,12/20/2013,Walking with Dinosaurs,80000000,36076121,130580730
445,12/22/2000,Thirteen Days,80000000,34566746,66554547
446,12/6/1996,Daylight,80000000,32908290,158908290
447,10/17/2014,Fury,80000000,26059606,26059606
448,2/21/2014,Pompeii,80000000,23169033,108469033
449,5/12/2000,Battlefield Earth: A Saga of the Year 3000,80000000,21471685,29725663
450,11/14/2003,Looney Tunes: Back in Action,80000000,20950820,54540662
451,12/18/2009,Nine,80000000,19676965,53508858
452,11/26/2003,Timeline,80000000,19480739,26703184
453,4/22/2010,Oceans,80000000,19422319,82522319
454,11/25/1998,Babe: Pig in the City,80000000,18319860,69131860
455,12/25/1997,The Postman,80000000,17650704,17650704
