N,Release Date,Movie,Production Budget,Domestic Gross,Worldwide Gross
2131,12/17/1999,Topsy Turvy,20000000,6201757,6201757
2132,10/26/2012,Chasing Mavericks,20000000,6002756,8300821
2133,11/23/2011,A Dangerous Method,20000000,5702083,14807531
2134,7/7/2006,A Scanner Darkly,20000000,5501616,7405084
2135,8/14/2009,Bandslam,20000000,5210988,12967829
2136,1/28/2005,Alone in the Dark,20000000,5178569,8178569
2137,10/29/2004,Birth,20000000,5005899,14603001
2138,10/24/2008,Passchendaele,20000000,4452423,4453327
2139,10/3/2008,Flash of Genius,20000000,4442377,4504111
2140,11/21/2007,I'm Not There,20000000,4017609,11498547
2141,9/7/2012,The Cold Light of Day,20000000,3763583,12425385
2142,5/15/2009,The Brothers Bloom,20000000,3531756,5531756
2143,10/24/2008,"Synecdoche, New York",20000000,3083538,4383538
2144,10/29/1999,Mononoke-hime,20000000,2374107,150350000
2145,3/19/2004,Bon Voyage,20000000,2353728,8361736
2146,1/1/1980,Can't Stop the Music,20000000,2000000,2000000
2147,5/5/2006,The Proposition,20000000,1903434,5313608
2148,8/22/2003,Marci X,20000000,1646664,1646664
2149,12/6/2002,Equilibrium,20000000,1190018,5345869
2150,4/29/2011,Dylan Dog: Dead of Night,20000000,1186538,6090697
2151,8/29/2012,The Oogieloves in the BIG Balloon Adventure,20000000,1065907,1065907
2152,5/23/2008,The Children of Huang Shi,20000000,1031872,5527507
2153,10/20/2000,The Yards,20000000,882710,2282710
2154,12/3/2010,All Good Things,20000000,582024,645024
2155,3/18/2005,Steamboy,20000000,468867,10468867
2156,4/22/2005,The Game of Their Lives,20000000,375474,375474
2157,9/11/1994,Rapa Nui,20000000,305070,305070
2158,12/10/2010,The Tempest,20000000,277943,277943
2159,3/7/2008,CJ7,20000000,206678,47300771
2160,3/27/1998,"Couloirs du temps: Les visiteurs 2, Les",20000000,146072,26146072
2161,4/25/2003,People I Know,20000000,121972,5694213
2162,12/31/2008,Koltchak,20000000,0,38585047
2163,12/31/2012,Zambezia,20000000,0,23346219
2164,4/13/2010,Three Kingdoms: Resurrection of the Dragon,20000000,0,22139590
2165,3/31/2004,The Touch,20000000,0,5918742
2166,12/31/2010,"Story of Bonnie and Clyde, The",20000000,0,0
2167,12/31/2007,Ramanujan,20000000,0,0
2168,2/27/2015,Little Boy,20000000,0,0
2169,8/29/2014,Dwegons and Leprechauns,20000000,0,0
2170,8/8/2014,The Maid's Room,20000000,0,0
2171,9/9/2014,A Funny Thing Happened on the Way to the Forum,20000000,0,0
2172,8/21/2009,Der Baader Meinhof Komplex,19700000,476270,16498827
2173,12/20/2006,The Painted Veil,19400000,8060487,15118795
2174,8/23/2013,The Frozen Ground,19200000,0,0
2175,7/29/2011,The Devil's Double,19100000,1361512,2406666
2176,7/3/1985,Back to the Future,19000000,210609762,383874862
2177,11/9/1990,Dances with Wolves,19000000,184208842,424200000
2178,7/7/2000,Scary Movie,19000000,157019771,277200000
2179,6/24/2011,Bad Teacher,19000000,100292856,216412265
2180,1/10/2003,Just Married,19000000,56127162,56127162
2181,9/11/2009,I Can Do Bad All By Myself,19000000,51733921,51733921
2182,7/16/2004,A Cinderella Story,19000000,51438175,70067909
2183,5/23/1980,The Shining,19000000,44017374,44017374
2184,10/26/2001,Thirteen Ghosts,19000000,41867960,68467960
2185,10/29/1999,House on Haunted Hill,19000000,40846082,65090541
2186,2/26/2010,The Crazies,19000000,39123589,54956140
2187,1/16/2009,Notorious,19000000,36843682,44475155
2188,8/20/2010,The Switch,19000000,27758465,49858465
2189,1/8/2010,Leap Year,19000000,25918920,32618920
2190,11/8/2013,The Book Thief,19000000,21488481,76788481
2191,10/19/2007,"Gone, Baby, Gone",19000000,20300218,34619699
2192,7/26/2000,Thomas and the Magic Railroad,19000000,15911332,15911332
2193,11/8/1962,Mutiny on The Bounty,19000000,13680000,13680000
2194,9/20/2002,Sen to Chihiro no Kamikakushi,19000000,10049886,274949886
2195,10/17/2008,Sex Drive,19000000,8402485,10412485
2196,1/9/1998,Firestorm,19000000,8123860,8123860
2197,3/4/2011,Take Me Home Tonight,19000000,6928068,7576604
2198,9/28/2012,Won't Back Down,19000000,5310554,5431486
2199,1/1/1964,The Fall of the Roman Empire,19000000,4750000,4750000
2200,1/1/1993,The Nutcracker,19000000,2119994,2119994
2201,8/16/1996,Kansas City,19000000,1353824,1353824
2202,6/24/2005,George A. Romero's Land of the Dead,18975000,20700082,47751015
2203,12/15/2006,Indigènes,18900000,320700,26063572
2204,4/15/2005,The Amityville Horror,18500000,65233369,109175673
2205,12/6/2002,Adaptation,18500000,22498520,22498520
2206,10/2/2009,The Invention of Lying,18500000,18451251,32679264
2207,5/22/1998,Fear and Loathing in Las Vegas,18500000,10680275,13711903
2208,2/2/2001,Left Behind,18500000,4221341,4221341
2209,5/9/2014,Neighbors,18000000,150086800,268886745
2210,11/3/2006,Borat,18000000,128505958,261572744
2211,7/29/1994,The Mask,18000000,119920129,351620129
2212,6/3/1988,Big,18000000,114968774,151668774
2213,7/13/2001,Legally Blonde,18000000,96493426,141809235
2214,4/30/2004,Mean Girls,18000000,86047227,130953026
2215,6/1/1984,Star Trek III: The Search for Spock,18000000,76471046,87000000
2216,9/9/2005,The Exorcism of Emily Rose,18000000,75072454,144587700
2217,12/10/1999,Deuce Bigalow: Male Gigolo,18000000,65535067,92935067
2218,2/6/2004,Barbershop 2: Back in Business,18000000,65070412,65842412
2219,12/16/2005,The Family Stone,18000000,60062868,91762868
2220,11/26/2003,Bad Santa,18000000,60060328,77147031
2221,6/12/1987,Predator,18000000,59735548,98267558
2222,5/2/1997,Austin Powers: International Man of Mystery,18000000,53883989,67683989
2223,3/25/2011,Diary of a Wimpy Kid: Rodrick Rules,18000000,52698535,73695194
2224,9/19/1984,Amadeus,18000000,51973029,51973029
2225,4/11/2008,Prom Night,18000000,43869350,57109687
2226,4/8/2011,Soul Surfer,18000000,43853424,47158652
2227,10/10/1986,Peggy Sue Got Married,18000000,41382841,41382841
2228,12/26/2001,Gosford Park,18000000,41300105,41300105
2229,1/11/2002,Orange County,18000000,41059716,43308707
2230,7/26/2013,Blue Jasmine,18000000,33404871,68506869
2231,4/28/2006,United 93,18000000,31567134,77635035
2232,12/5/2003,Honey,18000000,30272254,62192232
2233,10/14/2005,The Fog,18000000,29511112,37048526
2234,5/24/1996,Spy Hard,18000000,26936265,26936265
2235,12/14/1989,Glory,18000000,26593580,26593580
2236,6/29/1984,Conan the Destroyer,18000000,26400000,26400000
2237,6/24/1970,Catch-22,18000000,24911670,24911670
2238,4/10/2009,Observe and Report,18000000,24007324,24007324
2239,11/14/1980,Raging Bull,18000000,23380203,23380203
2240,9/18/2009,Love Happens,18000000,22965110,35365110
2241,9/25/2009,Fame,18000000,22455510,77956957
2242,12/4/1985,Young Sherlock Holmes,18000000,19739000,19739000
2243,11/5/2010,127 Hours,18000000,18335230,60735230
2244,5/19/2000,Small Time Crooks,18000000,17266359,29934477
2245,5/12/2000,Center Stage,18000000,17200925,17200925
2246,2/6/2004,Catch That Kid,18000000,16703799,16930762
2247,8/16/2013,Jobs,18000000,16131410,26131410
2248,10/26/2001,Life as a House,18000000,15652637,23889158
2249,1/8/2010,Youth in Revolt,18000000,15285588,19685588
2250,7/10/2009,"I Love You, Beth Cooper",18000000,14800725,16382538
2251,7/24/1981,Blow Out,18000000,13747234,13747234
2252,3/30/2001,Tailor of Panama,18000000,13491653,27491653
2253,5/22/1981,The Legend of the Lone Ranger,18000000,13400000,13400000
2254,1/31/2014,Labor Day,18000000,13371528,13371528
2255,8/30/2013,Getaway,18000000,10501938,10571882
2256,9/26/1997,The Ice Storm,18000000,8038061,16011975
2257,10/15/2004,Being Julia,18000000,7739049,14488705
2258,3/22/1989,Troop Beverly Hills,18000000,7190505,7190505
2259,2/21/1986,Nine 1/2 Weeks,18000000,6734844,6734844
2260,1/15/2010,The Last Station,18000000,6617867,15696146
2261,6/26/1981,Dragonslayer,18000000,6000000,6000000
2262,9/30/1994,Ed Wood,18000000,5828466,5828466
2263,10/8/2008,RocknRolla,18000000,5700626,27794339
2264,6/25/1982,Megaforce,18000000,5675599,5675599
2265,8/20/2010,Mao's Last Dancer,18000000,4806750,12949849
2266,12/25/1996,Hamlet,18000000,4501094,7129670
2267,12/29/1995,Restoration,18000000,4100000,4100000
2268,9/27/2013,Metallica Through the Never,18000000,3422409,9085348
2269,9/19/2003,Anything Else,18000000,3203044,13203044
2270,2/23/1996,Unforgettable,18000000,2483790,2483790
2271,12/30/2009,Das Weisse Band: Eine deutsche Kindergeschichte,18000000,2222862,25727044
2272,3/1/2013,Phantom,18000000,1034589,1050411
2273,4/26/2002,The Salton Sea,18000000,676698,676698
2274,4/24/2009,The Informers,18000000,315000,315000
2275,9/24/1999,One Man's Hero,18000000,229311,229311
2276,10/15/2010,Carlos,18000000,145526,145526
2277,12/31/2008,I Come with the Rain,18000000,0,627422
2278,4/8/2008,Day of the Dead,18000000,0,0
2279,8/22/2014,The Prince,18000000,0,0
2280,11/14/2014,Wolves,18000000,0,0
2281,6/28/1985,Red Sonja,17900000,6905861,6905861
2282,8/17/2007,Superbad,17500000,121463226,169863226
2283,2/20/2009,Madea Goes To Jail,17500000,90508336,90508336
2284,2/14/2008,Step Up 2 the Streets,17500000,58017783,148586910
2285,12/16/2005,Hoodwinked,17500000,51386611,109843390
2286,11/21/2007,Hitman,17500000,39687694,99965792
2287,12/22/2004,Hotel Rwanda,17500000,23519128,36521223
2288,11/27/2013,Black Nativity,17500000,7018188,7285135
2289,4/25/2003,City of Ghosts,17500000,325491,325491
2290,8/10/2001,The Others,17000000,96522687,209947037
2291,7/18/1986,Aliens,17000000,85160248,183316455
2292,8/13/2014,Let’s Be Cops,17000000,81741258,114941258
2293,10/17/1997,I Know What You Did Last Summer,17000000,72250091,125250091
2294,10/22/1964,My Fair Lady,17000000,72000000,72000000
2295,10/22/2004,Sideways,17000000,71502303,109874155
2296,11/15/2013,The Best Man Holiday,17000000,70525195,71625195
2297,2/13/2009,Friday the 13th,17000000,65002019,91700771
2298,9/28/2012,Pitch Perfect,17000000,65001093,115347717
2299,8/5/1998,Halloween: H2O,17000000,55041738,55041738
2300,4/5/2013,Evil Dead,17000000,54239856,97402049
2301,8/27/2004,Jet Li's Hero,17000000,53652140,177535958
2302,10/29/2010,Saw 3D,17000000,45710178,133735284
2303,3/10/2006,The Hills Have Eyes,17000000,41778863,70355813
2304,3/1/2002,40 Days and 40 Nights,17000000,37939782,95092667
2305,10/10/2003,Good Boy!,17000000,37667746,45312217
2306,1/26/2007,Smokin' Aces,17000000,35662731,56047261
2307,10/2/1998,A Night at the Roxbury,17000000,30331165,30331165
2308,3/4/2011,Beastly,17000000,27865571,38028230
2309,3/5/2010,Brooklyn's Finest,17000000,27163593,39233233
2310,7/9/1982,Tron,17000000,26918576,26918576
2311,8/20/2010,Lottery Ticket,17000000,24719879,24719879
2312,9/5/2003,Dickie Roberts: Former Child Star,17000000,22734486,23734486
2313,3/31/2006,ATL,17000000,21170563,21170563
2314,8/24/2001,Summer Catch,17000000,19693891,19693891
2315,12/11/1998,A Simple Plan,17000000,16316273,16316273
2316,3/24/2006,Larry the Cable Guy: Health Inspector,17000000,15680099,15680099
2317,11/27/2002,Wes Craven Presents: They,17000000,12840842,16140842
2318,10/1/1999,The Adventures of Elmo in Grouchland,17000000,11634458,11634458
2319,7/24/1987,Superman IV: The Quest for Peace,17000000,11227824,11227824
2320,1/1/1963,55 Days at Peking,17000000,10000000,10000000
2321,6/5/2009,My Life in Ruins,17000000,8665206,20465206
2322,4/21/2006,American Dreamz,17000000,7314027,16510971
2323,1/25/2008,How She Move,17000000,7070641,8485066
2324,2/24/2006,Running Scared,17000000,6855137,8345277
2325,8/24/2012,The Apparition,17000000,4936819,6909667
2326,4/30/2004,Bobby Jones: Stroke of Genius,17000000,2694071,2694071
2327,8/29/1986,Shanghai Surprise,17000000,2315000,2315000
2328,12/25/2010,L'illusionniste,17000000,2231474,5631474
2329,1/1/1981,Roar,17000000,2000000,2000000
2330,10/17/2003,Veronica Guerin,17000000,1569918,9438074
2331,11/14/2007,Southland Tales,17000000,275380,364607
2332,6/23/2009,Chasseurs de dragons,17000000,0,13446115
2333,10/21/1977,Damnation Alley,17000000,0,0
2334,11/26/2014,Escobar: Paradise Lost,17000000,0,0
2335,11/10/2006,FUR: An Imaginary Portrait of Diane Arbus,16800000,223202,2281089
2336,12/11/1987,Wall Street,16500000,43848100,43848100
2337,12/11/1995,Sense and Sensibility,16500000,42993774,134993774
2338,8/18/2006,The Illusionist,16500000,39868642,83792062
2339,8/3/2007,Becoming Jane,16500000,18663911,39364948
2340,12/19/2003,House of Sand and Fog,16500000,13005485,16157923
2341,9/21/2007,Sydney White,16500000,11892415,13636339
2342,12/31/2007,Arn - Tempelriddaren,16500000,0,14900000
2343,6/2/1989,Dead Poets' Society,16400000,95860116,239500000
2344,12/16/1994,Dumb & Dumber,16000000,127175374,246400000
2345,5/19/2000,Road Trip,16000000,68525609,119739110
2346,12/8/1982,The Verdict,16000000,53977250,53977250
2347,1/15/1999,Varsity Blues,16000000,52894169,54294169
2348,5/25/2012,Moonrise Kingdom,16000000,45512466,64012466
2349,11/25/2011,The Artist,16000000,44667095,128256712
2350,1/9/2009,The Unborn,16000000,42670410,78208812
2351,8/2/2002,The Master of Disguise,16000000,40363530,40363530
2352,10/6/2006,The Texas Chainsaw Massacre: The Beginning,16000000,39517763,50517763
2353,12/29/2006,El Laberinto del Fauno,16000000,37634615,87041569
2354,2/4/2011,The Roommate,16000000,37300107,40497461
2355,2/2/2007,The Messengers,16000000,35374833,53774833
2356,3/2/2001,See Spot Run,16000000,33357476,43057552
2357,8/9/1991,Double Impact,16000000,29090445,29090445
2358,6/27/2001,Baby Boy,16000000,28734552,28734552
2359,4/11/2001,Joe Dirt,16000000,27087695,30987695
2360,9/12/2008,The Women,16000000,26902075,50103808
2361,4/20/2007,Hot Fuzz,16000000,23618786,81742618
2362,8/15/2008,Vicky Cristina Barcelona,16000000,23216709,104504817
2363,6/16/2000,Boys and Girls,16000000,21799652,21799652
2364,11/18/1994,Léon,16000000,19284974,45284974
2365,3/12/2010,Remember Me,16000000,19068240,56506120
2366,10/11/2002,White Oleander,16000000,16357770,21657770
2367,9/18/2009,Jennifer's Body,16000000,16204793,32832166
2368,3/3/2000,Drowning Mona,16000000,15427192,15980376
2369,1/30/1987,Radio Days,16000000,14792779,14792779
2370,7/18/2003,How to Deal,16000000,14108518,14108518
2371,5/28/2004,Soul Plane,16000000,13922211,14553807
2372,12/9/1988,My Stepmother Is an Alien,16000000,13854000,13854000
2373,10/3/2014,Left Behind,16000000,12936593,12936593
2374,6/29/2012,People Like Us,16000000,12431792,12431792
2375,5/28/1999,The Thirteenth Floor,16000000,11810854,11810854
2376,9/3/2004,The Cookout,16000000,11540112,11540112
2377,1/1/1979,Meteor,16000000,8400000,8400000
2378,3/7/1986,Highlander,16000000,5900000,12900000
2379,5/3/2002,Hollywood Ending,16000000,4839383,14839383
2380,9/15/2000,Duets,16000000,4734235,4734235
2381,8/13/1999,Detroit Rock City,16000000,4217115,4217115
2382,10/19/2007,Things We Lost in the Fire,16000000,3287315,8120148
2383,4/5/2013,Trance,16000000,2322593,22594052
2384,8/15/1997,Steel,16000000,1686429,1686429
2385,12/21/2005,The White Countess,16000000,1669971,2814566
2386,7/25/2008,Bienvenue chez les Ch'tis,16000000,1477650,247474497
2387,9/24/2010,Enter the Void,16000000,337997,337997
2388,12/31/2008,Good,16000000,31631,31631
2389,11/2/2012,Vamps,16000000,3361,3361
2390,12/31/1998,Trance,16000000,0,0
2391,11/14/2014,The Homesman,16000000,0,0
2392,1/1/1972,High Plains Drifter,15700000,15700000,15700000
2393,6/21/2002,Juwanna Mann,15600000,13571817,13771817
2394,6/8/2007,La Môme,15500000,10299782,86339907
2395,11/15/2002,Ararat,15500000,1693000,1693000
2396,4/13/2007,Slow Burn,15500000,1237615,1237615
2397,4/22/2005,Madison,15500000,517262,517262
2398,2/26/2010,The Yellow Handkerchief,15500000,318623,318623
2399,9/27/2002,Wasabi,15300000,81525,7000000
2400,3/31/2006,Slither,15250000,7802450,12930343
2401,11/16/1990,Home Alone,15000000,285761243,476684675
2402,12/5/1984,Beverly Hills Cop,15000000,234760478,316300000
2403,5/16/1986,Top Gun,15000000,179800601,356800601
2404,12/17/1982,Tootsie,15000000,177200000,177200000
2405,11/25/1987,3 Men and a Baby,15000000,167780960,167780960
2406,11/26/2010,The King’s Speech,15000000,138797449,430821166
2407,9/15/1999,American Beauty,15000000,130058047,356258047
2408,12/8/2000,"Crouching Tiger, Hidden Dragon",15000000,128067808,213200000
2409,12/9/1988,Twins,15000000,111936388,216600000
2410,12/20/1996,Scream,15000000,103046663,173046663
2411,10/25/2013,Jackass Presents: Bad Grandpa,15000000,102003019,160903019
2412,12/18/1985,The Color Purple,15000000,93589701,93589701
2413,3/30/1988,Beetle Juice,15000000,73326666,73326666
2414,11/18/1959,Ben-Hur,15000000,73000000,73000000
2415,1/18/2013,Mama,15000000,71628180,148087212
2416,10/10/1980,Private Benjamin,15000000,69847348,69847348
2417,3/6/1987,Lethal Weapon,15000000,65192350,120192350
2418,3/19/2010,Diary of a Wimpy Kid,15000000,64003625,76954311
2419,8/31/2007,Halloween,15000000,58269151,77514401
2420,9/30/2006,The Queen,15000000,56441711,128885873
2421,10/12/2007,Why Did I Get Married?,15000000,55204525,55204525
2422,2/3/2012,The Woman in Black,15000000,54333290,128955898
2423,12/21/1994,Little Women,15000000,50003303,50003303
2424,1/1/1979,The Deer Hunter,15000000,50000000,50000000
2425,2/3/2006,When a Stranger Calls,15000000,47860214,66944472
2426,2/8/2002,Big Fat Liar,15000000,47811275,52375275
2427,8/15/1997,Cop Land,15000000,44906632,63706632
2428,12/25/1997,Wag the Dog,15000000,43057470,64252038
2429,2/22/2013,Snitch,15000000,42930462,48120954
2430,5/2/2003,The Lizzie McGuire Movie,15000000,42734455,55534455
2431,9/21/2012,End of Watch,15000000,41003371,53041274
2432,12/25/1998,The Faculty,15000000,40283321,40283321
2433,12/14/2001,Not Another Teen Movie,15000000,37882551,62401343
2434,12/16/1962,Lawrence of Arabia,15000000,37495385,69995385
2435,9/16/2011,Drive,15000000,35060689,78054825
2436,3/31/2000,The Skulls,15000000,35007180,35007180
2437,10/10/1966,Hawaii,15000000,34562222,34562222
2438,4/18/2003,Malibu's Most Wanted,15000000,34308901,34499204
2439,9/4/2009,All About Steve,15000000,33862903,40127259
2440,4/28/2000,Where the Heart Is,15000000,33771174,40862054
2441,8/28/2009,Halloween 2,15000000,33392973,38512850
2442,3/13/2009,The Last House on the Left,15000000,32752215,45482936
2443,2/18/2005,Because of Winn-Dixie,15000000,32647042,33508485
2444,4/22/2009,earth,15000000,32011576,109011576
2445,2/4/2005,The Wedding Date,15000000,31726995,47175038
2446,9/25/1987,The Princess Bride,15000000,30857000,30857000
2447,7/12/2002,Halloween: Resurrection,15000000,30259652,37659652
2448,12/25/2007,The Great Debaters,15000000,30226144,30261293
2449,6/12/1981,Clash of the Titans,15000000,30000000,44400000
2450,2/20/2004,Confessions of a Teenage Drama Queen,15000000,29331068,33118854
2451,4/17/1998,The Object of my Affection,15000000,29145924,29145924
2452,5/11/2007,28 Weeks Later,15000000,28638916,64232714
2453,4/11/1997,Grosse Pointe Blank,15000000,28084357,31070412
2454,4/21/2000,Love and Basketball,15000000,27441122,27709625
2455,10/27/2000,Book of Shadows: Blair Witch 2,15000000,26421314,47721314
2456,10/10/1997,Boogie Nights,15000000,26410771,43111725
2457,7/23/2010,Ramona and Beezus,15000000,26167002,27469621
2458,8/27/2014,The November Man,15000000,24988684,25688684
2459,5/3/1996,The Craft,15000000,24769466,55669466
2460,12/28/2005,Match Point,15000000,23089926,87989926
2461,11/5/1993,The Remains of the Day,15000000,22954968,63954968
2462,1/15/1993,Nowhere to Run,15000000,22189039,52189039
2463,9/22/2000,Urban Legends: Final Cut,15000000,21468807,38574362
2464,3/29/2013,The Place Beyond the Pines,15000000,21403519,47011449
2465,10/20/2006,Flicka,15000000,21000147,21896367
2466,3/23/2007,The Hills Have Eyes II,15000000,20804166,37466538
2467,12/22/2010,Country Strong,15000000,20218921,20551476
2468,10/11/2002,Tuck Everlasting,15000000,19161999,19344615
2469,10/13/2006,The Marine,15000000,18844784,22165608
2470,7/24/1998,Disturbing Behavior,15000000,17507368,17507368
2471,3/6/1998,The Big Lebowski,15000000,17498804,46189568
2472,6/26/2009,The Hurt Locker,15000000,17017811,49894223
2473,1/28/2000,Eye of the Beholder,15000000,16500786,18260865
2474,11/2/2012,The Man with the Iron Fists,15000000,15634090,22018988
2475,5/11/1984,Firestarter,15000000,15136870,15136870
2476,11/30/2012,Killing Them Softly,15000000,14945541,37238774
2477,4/20/2001,Freddy Got Fingered,15000000,14249005,14249005
2478,8/19/2011,One Day,15000000,13843771,48086053
2479,10/2/2009,Whip It,15000000,13043363,18856151
2480,1/11/2008,The Pirates Who Don't Do Anything: A VeggieTales Movie,15000000,12981269,13248444
2481,1/23/2008,U2 3D,15000000,12898847,26170402
2482,9/1/2000,Highlander: Endgame,15000000,12801190,12801190
2483,8/25/2006,Idlewild,15000000,12669914,12669914
2484,4/25/2003,Confidence,15000000,12212417,12212417
2485,10/11/2002,Knockaround Guys,15000000,11660180,12419700
2486,8/27/1999,The Muse,15000000,11614954,11614954
2487,4/3/1998,Barney's Great Adventure,15000000,11156471,11156471
2488,3/1/1989,New York Stories,15000000,10763469,10763469
2489,11/25/1998,Home Fries,15000000,10513979,10513979
2490,3/24/2000,Here on Earth,15000000,10494147,10845127
2491,10/8/2004,Raise Your Voice,15000000,10411980,14811980
2492,12/18/1985,Brazil,15000000,9929135,9929135
2493,4/23/1993,The Dark Half,15000000,9579068,9579068
2494,3/2/2007,Black Snake Moan,15000000,9396870,9396870
2495,2/21/2003,Dark Blue,15000000,9237470,12262065
2496,5/10/2013,Peeples,15000000,9177065,9177065
2497,6/22/2007,A Mighty Heart,15000000,9176787,18932117
2498,9/30/1983,Brainstorm,15000000,8921050,8921050
2499,3/24/2000,Whatever it Takes,15000000,8735529,8735529
2500,3/21/2003,Boat Trip,15000000,8586376,14933713
2501,5/22/2002,The Importance of Being Earnest,15000000,8378141,8378141
2502,5/21/1999,The Love Letter,15000000,8322608,8322608
2503,5/5/2006,Hoot,15000000,8117637,8224998
2504,2/8/2008,In Bruges,15000000,7800825,34533783
2505,12/28/2012,Promised Land,15000000,7597898,9300336
2506,10/8/2001,Mulholland Drive,15000000,7219578,11919578
2507,8/20/2008,The Rocker,15000000,6409528,8767338
2508,8/21/2009,Post Grad,15000000,6380019,6561243
2509,6/19/2009,Whatever Works,15000000,5306706,35106706
2510,7/19/2000,The In Crowd,15000000,5217498,5217498
2511,12/14/2005,Los tres entierros de Melquiades Estrada,15000000,5027684,13454474
2512,9/24/1999,Jakob the Liar,15000000,4956401,4956401
2513,9/28/2007,Se jie,15000000,4604982,65696051
2514,10/21/2005,"Kiss Kiss, Bang Bang",15000000,4235837,13105837
2515,4/30/1999,Idle Hands,15000000,4023741,4023741
2516,9/22/2010,You Will Meet a Tall Dark Stranger,15000000,3247816,34247816
2517,9/15/2010,Never Let Me Go,15000000,2434652,11509512
2518,12/25/2003,The Company,15000000,2281585,3396508
2519,7/18/2008,Transsiberian,15000000,2203641,6379575
2520,10/22/1999,Crazy in Alabama,15000000,1954202,1954202
2521,1/17/1986,The Clan of the Cave Bear,15000000,1953732,1953732
2522,6/2/2006,Banlieue 13,15000000,1200216,11208291
2523,11/12/1999,Felicia's Journey,15000000,824295,1970268
2524,1/25/2002,Metropolis (2002),15000000,673414,673414
2525,12/1/1995,Things to Do in Denver when You're Dead,15000000,529766,529766
2526,2/6/2004,The Return,15000000,501752,2658490
2527,7/25/2003,Buffalo Soldiers,15000000,353743,353743
2528,4/25/2003,Steal (Canadian Release),15000000,220944,220944
2529,8/27/2010,Centurion,15000000,123570,6623570
2530,10/23/2009,Ong-Bak 2,15000000,102458,7583050
2531,12/31/1996,Silent Trigger,15000000,76382,76382
2532,8/1/2008,Midnight Meat Train,15000000,73548,1590246
2533,11/4/2011,The Son of No One,15000000,30680,1148578
2534,10/25/2002,All the Queen's Men,15000000,22723,22723
2535,10/5/2007,The Good Night,15000000,22441,22441
2536,12/6/2013,Khumba,15000000,0,26630937
2537,12/31/2008,Bathory,15000000,0,3436763
2538,12/31/2005,Dungeons & Dragons 2: The Elemental Might,15000000,0,909822
2539,2/5/2010,Shinjuku Incident,15000000,0,0
2540,6/29/2001,Pandaemonium,15000000,0,0
2541,10/10/2014,Automata,15000000,0,0
2542,12/5/2014,Dying of the Light,15000000,0,0
2543,12/31/2015,Bus 657,15000000,0,0
2544,2/12/1993,Groundhog Day,14600000,70906973,70906973
2545,11/1/1996,Romeo+Juliet,14500000,46338728,147542381
2546,7/22/2011,Elle s'appelait Sarah,14500000,7691700,25480031
2547,8/7/1992,Unforgiven,14400000,101157447,159157447
2548,1/27/2006,Manderlay,14200000,74205,543306
2549,3/23/1990,Pretty Woman,14000000,178406268,432645872
2550,9/18/1987,Fatal Attraction,14000000,156645693,320100000
2551,11/12/2008,Slumdog Millionaire,14000000,141319928,384519665
2552,12/17/1974,Towering Inferno,14000000,116000000,139700000
2553,12/20/1989,Born on the Fourth of July,14000000,70001698,70001698
2554,10/1/1993,Cool Runnings,14000000,68856263,155056263
2555,1/12/2007,Stomp the Yard,14000000,61356221,75525718
2556,1/16/2009,My Bloody Valentine,14000000,51545952,102754998
2557,8/31/2012,The Possession,14000000,49130588,79527691
2558,10/22/1982,First Blood,14000000,47212904,125212904
2559,7/13/1977,The Spy Who Loved Me,14000000,46800000,185400000
2560,9/25/1998,Urban Legend,14000000,38116707,72571864
2561,12/9/1981,Taps,14000000,35856053,35856053
2562,2/24/2012,Tyler Perry's Good Deeds,14000000,35025791,35025791
2563,1/18/1991,White Fang,14000000,34729091,34729091
2564,12/21/1988,Dangerous Liaisons,14000000,34700000,34700000
2565,10/8/1999,Superstar,14000000,30628981,30628981
2566,12/30/2011,The Iron Lady,14000000,29959436,115592104
2567,7/23/1993,Poetic Justice,14000000,27450453,27450453
2568,10/4/2002,Jonah: A VeggieTales Movie,14000000,25571351,25608779
2569,3/8/2002,All About the Benjamins,14000000,25482931,25873145
2570,6/17/1977,Exorcist II: The Heretic,14000000,25011000,25011000
2571,3/12/2010,Our Family Wedding,14000000,20255281,21410546
2572,10/27/1995,Vampire in Brooklyn,14000000,19637147,19637147
2573,5/5/2006,An American Haunting,14000000,16298046,30443277
2574,8/22/2003,My Boss's Daughter,14000000,15549702,15549702
2575,8/7/2009,A Perfect Getaway,14000000,15515460,22815460
2576,10/25/1996,Thinner,14000000,15171475,15171475
2577,8/21/1998,Dead Man on Campus,14000000,15064948,15064948
2578,5/14/1999,Tea with Mussolini,14000000,14395874,14395874
2579,6/22/1977,"New York, New York",14000000,13800000,13800000
2580,4/26/2002,Jason X,14000000,13121555,16951798
2581,5/13/1994,Crooklyn,14000000,13024170,13024170
2582,3/16/2007,I Think I Love My Wife,14000000,12559771,13205411
2583,11/17/2006,Bobby,14000000,11242801,20597806
2584,2/2/2001,Head Over Heels,14000000,10397365,10397365
2585,10/26/2012,Fun Size,14000000,9409538,10911519
2586,4/23/1999,Lost and Found,14000000,6552255,6552255
2587,11/30/2007,Le Scaphandre et le Papillon,14000000,5990075,22754472
2588,10/6/2006,Little Children,14000000,5463019,14763019
2589,4/21/2000,Gossip,14000000,5108820,12591270
2590,3/26/1999,A Walk on the Moon,14000000,4741987,4741987
2591,10/27/2006,Catch a Fire,14000000,4299773,5699773
2592,9/7/2001,Soul Survivors,14000000,3100650,4288246
